Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud,Amount_GBP,Amount_INR,Year,Month,Month_Name,Day,International_Transaction,Shipping_Mismatch,Age_Group
#2639 751,2020-10-14,Wednesday,22,MasterCard,PIN,£345,ATM,Restaurant,Russia,Russia,Russia,F,49.3,Lloyds,0,345.0,44618.850000000006,2020,10,October,14,Domestic,Match,46-55
#3303 591,2020-10-14,Wednesday,17,Visa,CVC,£177,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,42.6,Barclays,0,177.0,22891.410000000003,2020,10,October,14,Domestic,Match,36-45
#2839 432,2020-10-14,Wednesday,20,MasterCard,Tap,£5,POS,Entertainment,India,India,India,F,48.2,Lloyds,0,5.0,646.6500000000001,2020,10,October,14,Domestic,Match,46-55
#3654 512,2020-10-14,Wednesday,17,Visa,Tap,£24,POS,Fashion,Russia,Russia,Russia,M,31.7,RBS,0,24.0,3103.92,2020,10,October,14,Domestic,Match,26-35
#3135 590,2020-10-13,Tuesday,23,Visa,CVC,£9,Online,Children,India,India,India,F,30.0,Metro,0,9.0,1163.97,2020,10,October,13,Domestic,Match,26-35
#3583 504,2020-10-13,Tuesday,23,MasterCard,Tap,£23,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,50.3,Halifax,0,23.0,2974.59,2020,10,October,13,Domestic,Match,46-55
#3266 677,2020-10-13,Tuesday,18,Visa,CVC,£276,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,54.8,Lloyds,0,276.0,35695.08,2020,10,October,13,Domestic,Match,46-55
#2649 107,2020-10-14,Wednesday,12,MasterCard,PIN,£22,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,68.7,Monzo,0,22.0,2845.26,2020,10,October,14,Domestic,Match,65+
#2632 756,2020-10-14,Wednesday,10,MasterCard,CVC,£171,Online,Food,United Kingdom,Russia,United Kingdom,F,63.2,Barclays,0,171.0,22115.430000000004,2020,10,October,14,Domestic,Mismatch,56-65
#3171 438,2020-10-14,Wednesday,9,Visa,PIN,£79,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,49.2,RBS,0,79.0,10217.070000000002,2020,10,October,14,Domestic,Match,46-55
#3605 367,2020-10-14,Wednesday,14,MasterCard,CVC,£14,Online,Entertainment,Russia,Russia,Russia,M,41.6,Barclays,0,14.0,1810.6200000000001,2020,10,October,14,Domestic,Match,36-45
#2726 694,2020-10-13,Tuesday,15,Visa,PIN,£21,ATM,Gaming,India,India,India,M,55.0,Lloyds,0,21.0,2715.9300000000003,2020,10,October,13,Domestic,Match,46-55
#3256 085,2020-10-13,Tuesday,8,Visa,CVC,£14,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,52.9,Monzo,0,14.0,1810.6200000000001,2020,10,October,13,Domestic,Match,46-55
#2835 813,2020-10-14,Wednesday,8,Visa,PIN,£341,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,33.2,Lloyds,0,341.0,44101.530000000006,2020,10,October,14,Domestic,Match,26-35
#2884 650,2020-10-14,Wednesday,16,Visa,PIN,£38,POS,Restaurant,USA,USA,USA,M,61.8,HSBC,0,38.0,4914.540000000001,2020,10,October,14,Domestic,Match,56-65
#3343 059,2020-10-14,Wednesday,14,Visa,PIN,£13,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,63.0,Barclays,0,13.0,1681.2900000000002,2020,10,October,14,Domestic,Match,56-65
#2579 134,2020-10-13,Tuesday,20,MasterCard,PIN,£27,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,63.3,HSBC,0,27.0,3491.9100000000003,2020,10,October,13,Domestic,Match,56-65
#3411 831,2020-10-14,Wednesday,13,MasterCard,PIN,£328,ATM,Food,USA,USA,USA,M,30.3,Halifax,0,328.0,42420.240000000005,2020,10,October,14,Domestic,Match,26-35
#2563 014,2020-10-13,Tuesday,22,MasterCard,PIN,£228,POS,Products,China,China,United Kingdom,F,58.3,Barclays,0,228.0,29487.24,2020,10,October,13,International,Match,56-65
#3029 802,2020-10-14,Wednesday,21,Visa,CVC,£196,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,49.2,Halifax,0,196.0,25348.680000000004,2020,10,October,14,Domestic,Match,46-55
#2583 914,2020-10-13,Tuesday,17,MasterCard,PIN,£272,ATM,Food,Russia,Russia,United Kingdom,F,51.1,Lloyds,0,272.0,35177.76,2020,10,October,13,International,Match,46-55
#3371 123,2020-10-13,Tuesday,21,Visa,CVC,£31,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,33.0,Barclays,0,31.0,4009.2300000000005,2020,10,October,13,Domestic,Match,26-35
#3096 621,2020-10-14,Wednesday,4,Visa,CVC,£317,Online,Children,China,China,United Kingdom,F,53.9,Barclays,1,317.0,40997.61,2020,10,October,14,International,Match,46-55
#2905 884,2020-10-14,Wednesday,22,MasterCard,CVC,£26,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,67.2,Monzo,0,26.0,3362.5800000000004,2020,10,October,14,Domestic,Match,65+
#3014 164,2020-10-14,Wednesday,20,MasterCard,Tap,£23,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,33.8,RBS,0,23.0,2974.59,2020,10,October,14,Domestic,Match,26-35
#2578 017,2020-10-13,Tuesday,13,Visa,CVC,£30,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,35.5,Barclays,0,30.0,3879.9000000000005,2020,10,October,13,Domestic,Match,36-45
#2756 405,2020-10-13,Tuesday,12,MasterCard,PIN,£23,ATM,Fashion,Russia,Russia,Russia,M,49.8,Barclays,0,23.0,2974.59,2020,10,October,13,Domestic,Match,46-55
#2567 014,2020-10-14,Wednesday,10,Visa,PIN,£321,POS,Fashion,India,India,United Kingdom,F,49.1,Monzo,1,321.0,41514.93000000001,2020,10,October,14,International,Match,46-55
#3631 157,2020-10-13,Tuesday,20,Visa,PIN,£144,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,52.5,Halifax,0,144.0,18623.52,2020,10,October,13,Domestic,Match,46-55
#3294 338,2020-10-14,Wednesday,12,Visa,PIN,£7,ATM,Food,USA,USA,United Kingdom,F,56.8,RBS,0,7.0,905.3100000000001,2020,10,October,14,International,Match,56-65
#2991 068,2020-10-14,Wednesday,16,Visa,PIN,£358,ATM,Subscription,USA,USA,USA,M,54.6,Barclays,0,358.0,46300.14000000001,2020,10,October,14,Domestic,Match,46-55
#3009 405,2020-10-13,Tuesday,10,MasterCard,CVC,£27,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,33.3,Monzo,0,27.0,3491.9100000000003,2020,10,October,13,Domestic,Match,26-35
#2862 295,2020-10-13,Tuesday,17,MasterCard,Tap,£10,POS,Children,United Kingdom,USA,United Kingdom,M,34.7,Barclays,1,10.0,1293.3000000000002,2020,10,October,13,Domestic,Mismatch,26-35
#3220 421,2020-10-13,Tuesday,2,Visa,PIN,£17,ATM,Entertainment,Russia,Russia,United Kingdom,F,48.3,Halifax,1,17.0,2198.61,2020,10,October,13,International,Match,46-55
#3326 584,2020-10-13,Tuesday,20,Visa,CVC,£192,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,38.7,Metro,0,192.0,24831.36,2020,10,October,13,Domestic,Match,36-45
#3466 881,2020-10-13,Tuesday,12,MasterCard,Tap,£21,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,32.9,Lloyds,0,21.0,2715.9300000000003,2020,10,October,13,Domestic,Match,26-35
#3465 631,2020-10-14,Wednesday,8,MasterCard,CVC,£278,Online,Entertainment,India,India,India,F,30.0,Barclays,0,278.0,35953.740000000005,2020,10,October,14,Domestic,Match,26-35
#3661 916,2020-10-13,Tuesday,12,Visa,Tap,£14,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,60.8,Barclays,0,14.0,1810.6200000000001,2020,10,October,13,Domestic,Match,56-65
#3317 013,2020-10-13,Tuesday,14,Visa,CVC,£7,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,50.8,Barclays,0,7.0,905.3100000000001,2020,10,October,13,Domestic,Match,46-55
#3014 915,2020-10-14,Wednesday,7,Visa,PIN,£88,ATM,Products,China,China,China,M,40.9,Halifax,0,88.0,11381.04,2020,10,October,14,Domestic,Match,36-45
#3252 994,2020-10-13,Tuesday,12,Visa,CVC,£346,Online,Restaurant,India,India,India,M,32.1,Barclays,0,346.0,44748.18000000001,2020,10,October,13,Domestic,Match,26-35
#2972 934,2020-10-14,Wednesday,19,Visa,CVC,£278,Online,Entertainment,Russia,Russia,Russia,F,36.2,Metro,0,278.0,35953.740000000005,2020,10,October,14,Domestic,Match,36-45
#2798 523,2020-10-14,Wednesday,15,MasterCard,PIN,£174,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,52.7,Monzo,0,174.0,22503.420000000002,2020,10,October,14,Domestic,Match,46-55
#3134 361,2020-10-13,Tuesday,13,Visa,PIN,£336,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,64.5,Barclays,0,336.0,43454.880000000005,2020,10,October,13,Domestic,Match,56-65
#3477 725,2020-10-13,Tuesday,21,MasterCard,Tap,£10,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,53.7,Monzo,0,10.0,1293.3000000000002,2020,10,October,13,Domestic,Match,46-55
#2724 067,2020-10-14,Wednesday,3,Visa,Tap,£19,POS,Fashion,Russia,Russia,United Kingdom,M,49.3,Monzo,1,19.0,2457.2700000000004,2020,10,October,14,International,Match,46-55
#3310 912,2020-10-13,Tuesday,20,MasterCard,CVC,£394,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,47.0,Metro,0,394.0,50956.020000000004,2020,10,October,13,Domestic,Match,46-55
#3205 035,2020-10-14,Wednesday,22,MasterCard,CVC,£110,Online,Electronics,United Kingdom,India,United Kingdom,M,63.8,Barclays,1,110.0,14226.300000000001,2020,10,October,14,Domestic,Mismatch,56-65
#2735 039,2020-10-14,Wednesday,10,Visa,Tap,£8,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,48.8,Lloyds,0,8.0,1034.64,2020,10,October,14,Domestic,Match,46-55
#3184 006,2020-10-13,Tuesday,19,Visa,Tap,£30,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,56.4,Barclays,0,30.0,3879.9000000000005,2020,10,October,13,Domestic,Match,56-65
#2570 154,2020-10-13,Tuesday,18,MasterCard,PIN,£18,ATM,Children,United Kingdom,Russia,United Kingdom,F,37.1,Halifax,0,18.0,2327.94,2020,10,October,13,Domestic,Mismatch,36-45
#2874 745,2020-10-13,Tuesday,17,MasterCard,PIN,£148,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,51.0,Barclays,0,148.0,19140.84,2020,10,October,13,Domestic,Match,46-55
#3347 394,2020-10-14,Wednesday,23,Visa,Tap,£29,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,44.9,Lloyds,0,29.0,3750.57,2020,10,October,14,Domestic,Match,36-45
#2724 220,2020-10-13,Tuesday,21,MasterCard,CVC,£371,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,42.7,Halifax,0,371.0,47981.43000000001,2020,10,October,13,Domestic,Match,36-45
#3006 579,2020-10-14,Wednesday,16,Visa,PIN,£304,ATM,Entertainment,Russia,Russia,Russia,F,58.3,Barclays,0,304.0,39316.32000000001,2020,10,October,14,Domestic,Match,56-65
#3362 222,2020-10-13,Tuesday,22,MasterCard,PIN,£130,ATM,Children,Russia,Russia,Russia,F,42.6,Lloyds,0,130.0,16812.9,2020,10,October,13,Domestic,Match,36-45
#3488 108,2020-10-14,Wednesday,22,Visa,PIN,£266,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,48.8,RBS,0,266.0,34401.780000000006,2020,10,October,14,Domestic,Match,46-55
#2920 277,2020-10-13,Tuesday,17,MasterCard,CVC,£15,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,62.7,Barclays,0,15.0,1939.9500000000003,2020,10,October,13,Domestic,Match,56-65
#3055 453,2020-10-14,Wednesday,14,MasterCard,CVC,£14,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,43.3,Halifax,0,14.0,1810.6200000000001,2020,10,October,14,Domestic,Match,36-45
#3138 069,2020-10-13,Tuesday,17,MasterCard,Tap,£10,POS,Food,India,India,India,M,46.8,RBS,0,10.0,1293.3000000000002,2020,10,October,13,Domestic,Match,46-55
#3306 421,2020-10-14,Wednesday,14,Visa,Tap,£29,POS,Restaurant,China,China,China,M,48.6,RBS,0,29.0,3750.57,2020,10,October,14,Domestic,Match,46-55
#3083 365,2020-10-13,Tuesday,17,MasterCard,Tap,£23,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,43.9,Barclays,0,23.0,2974.59,2020,10,October,13,Domestic,Match,36-45
#2889 947,2020-10-14,Wednesday,14,MasterCard,CVC,£9,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,50.2,Monzo,0,9.0,1163.97,2020,10,October,14,Domestic,Match,46-55
#2886 038,2020-10-13,Tuesday,10,MasterCard,Tap,£6,POS,Subscription,Russia,Russia,Russia,M,40.4,Barclays,0,6.0,775.98,2020,10,October,13,Domestic,Match,36-45
#2920 627,2020-10-13,Tuesday,10,Visa,CVC,£185,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,28.0,Monzo,0,185.0,23926.050000000003,2020,10,October,13,Domestic,Match,26-35
#3022 877,2020-10-14,Wednesday,0,Visa,CVC,£101,Online,Subscription,USA,USA,United Kingdom,M,40.4,Barclays,1,101.0,13062.330000000002,2020,10,October,14,International,Match,36-45
#3403 752,2020-10-13,Tuesday,8,Visa,CVC,£8,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,53.0,Barclays,0,8.0,1034.64,2020,10,October,13,Domestic,Match,46-55
#3031 598,2020-10-13,Tuesday,17,MasterCard,CVC,£300,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,53.4,Lloyds,0,300.0,38799.00000000001,2020,10,October,13,Domestic,Match,46-55
#2904 392,2020-10-14,Wednesday,11,MasterCard,PIN,£6,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,59.2,Monzo,0,6.0,775.98,2020,10,October,14,Domestic,Match,56-65
#3507 926,2020-10-13,Tuesday,19,Visa,PIN,£105,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,45.9,Lloyds,0,105.0,13579.650000000001,2020,10,October,13,Domestic,Match,46-55
#3178 715,2020-10-14,Wednesday,8,MasterCard,Tap,£17,POS,Food,United Kingdom,Russia,United Kingdom,M,35.5,Barclays,0,17.0,2198.61,2020,10,October,14,Domestic,Mismatch,36-45
#3672 533,2020-10-14,Wednesday,9,Visa,CVC,£336,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,56.1,Barclays,0,336.0,43454.880000000005,2020,10,October,14,Domestic,Match,56-65
#3647 430,2020-10-14,Wednesday,23,Visa,PIN,£9,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,77.0,Monzo,0,9.0,1163.97,2020,10,October,14,Domestic,Match,65+
#3384 753,2020-10-14,Wednesday,12,MasterCard,PIN,£19,ATM,Services,United Kingdom,Russia,United Kingdom,M,54.9,Barclays,0,19.0,2457.2700000000004,2020,10,October,14,Domestic,Mismatch,46-55
#3664 083,2020-10-14,Wednesday,13,MasterCard,PIN,£29,ATM,Entertainment,Russia,Russia,Russia,M,43.5,HSBC,0,29.0,3750.57,2020,10,October,14,Domestic,Match,36-45
#2960 400,2020-10-14,Wednesday,17,MasterCard,PIN,£47,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,40.4,Barclays,0,47.0,6078.51,2020,10,October,14,Domestic,Match,36-45
#3455 721,2020-10-14,Wednesday,23,Visa,CVC,£158,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,41.1,RBS,0,158.0,20434.140000000003,2020,10,October,14,Domestic,Match,36-45
#3555 889,2020-10-14,Wednesday,22,Visa,Tap,£27,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,50.1,Barclays,0,27.0,3491.9100000000003,2020,10,October,14,Domestic,Match,46-55
#3395 240,2020-10-14,Wednesday,9,MasterCard,PIN,£117,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,37.5,Barclays,0,117.0,15131.61,2020,10,October,14,Domestic,Match,36-45
#2956 271,2020-10-13,Tuesday,6,Visa,Tap,£14,POS,Entertainment,USA,USA,United Kingdom,M,47.4,Barclays,1,14.0,1810.6200000000001,2020,10,October,13,International,Match,46-55
#2898 020,2020-10-14,Wednesday,10,Visa,PIN,£22,ATM,Subscription,United Kingdom,India,United Kingdom,F,36.5,Barclays,0,22.0,2845.26,2020,10,October,14,Domestic,Mismatch,36-45
#3377 050,2020-10-14,Wednesday,12,Visa,CVC,£23,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,42.1,Barclays,0,23.0,2974.59,2020,10,October,14,Domestic,Match,36-45
#2791 307,2020-10-13,Tuesday,20,MasterCard,PIN,£29,ATM,Food,Russia,Russia,Russia,M,41.2,HSBC,0,29.0,3750.57,2020,10,October,13,Domestic,Match,36-45
#3174 010,2020-10-13,Tuesday,18,MasterCard,Tap,£29,POS,Subscription,United Kingdom,China,United Kingdom,M,31.9,Monzo,0,29.0,3750.57,2020,10,October,13,Domestic,Mismatch,26-35
#3588 069,2020-10-13,Tuesday,17,Visa,Tap,£7,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,64.4,Metro,0,7.0,905.3100000000001,2020,10,October,13,Domestic,Match,56-65
#3262 559,2020-10-13,Tuesday,13,MasterCard,PIN,£27,ATM,Services,China,China,United Kingdom,F,34.8,RBS,1,27.0,3491.9100000000003,2020,10,October,13,International,Match,26-35
#3029 343,2020-10-14,Wednesday,17,Visa,PIN,£380,ATM,Electronics,Russia,Russia,Russia,M,53.7,Barclays,0,380.0,49145.4,2020,10,October,14,Domestic,Match,46-55
#3587 580,2020-10-14,Wednesday,17,Visa,CVC,£163,Online,Children,United Kingdom,China,United Kingdom,F,51.7,Barclays,1,163.0,21080.79,2020,10,October,14,Domestic,Mismatch,46-55
#3320 061,2020-10-13,Tuesday,7,Visa,CVC,£11,Online,Children,USA,USA,USA,M,26.6,Barclays,0,11.0,1422.63,2020,10,October,13,Domestic,Match,26-35
#3603 817,2020-10-14,Wednesday,8,Visa,PIN,£19,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,61.4,Halifax,0,19.0,2457.2700000000004,2020,10,October,14,Domestic,Match,56-65
#3677 428,2020-10-14,Wednesday,17,Visa,CVC,£342,Online,Services,Russia,Russia,Russia,F,47.6,Metro,0,342.0,44230.86000000001,2020,10,October,14,Domestic,Match,46-55
#3285 517,2020-10-13,Tuesday,14,Visa,Tap,£22,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,37.6,HSBC,0,22.0,2845.26,2020,10,October,13,Domestic,Match,36-45
#2584 220,2020-10-13,Tuesday,5,MasterCard,CVC,£368,Online,Children,China,China,United Kingdom,F,50.4,HSBC,1,368.0,47593.44,2020,10,October,13,International,Match,46-55
#3624 558,2020-10-13,Tuesday,20,MasterCard,PIN,£128,ATM,Fashion,China,China,United Kingdom,M,26.8,Barclays,0,128.0,16554.24,2020,10,October,13,International,Match,26-35
#3386 325,2020-10-14,Wednesday,17,MasterCard,PIN,£88,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,45.5,Barclays,0,88.0,11381.04,2020,10,October,14,Domestic,Match,46-55
#3237 089,2020-10-13,Tuesday,11,MasterCard,PIN,£28,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,46.8,Metro,0,28.0,3621.2400000000002,2020,10,October,13,Domestic,Match,46-55
#3394 011,2020-10-14,Wednesday,12,Visa,CVC,£24,Online,Services,Russia,Russia,Russia,M,45.2,RBS,0,24.0,3103.92,2020,10,October,14,Domestic,Match,46-55
#3395 167,2020-10-14,Wednesday,9,Visa,CVC,£61,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,43.4,Metro,0,61.0,7889.130000000001,2020,10,October,14,Domestic,Match,36-45
#2730 089,2020-10-14,Wednesday,8,Visa,CVC,£11,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,51.2,Barclays,0,11.0,1422.63,2020,10,October,14,Domestic,Match,46-55
#3684 236,2020-10-13,Tuesday,15,Visa,PIN,£150,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,65.6,Barclays,0,150.0,19399.500000000004,2020,10,October,13,Domestic,Match,65+
#2872 686,2020-10-13,Tuesday,9,Visa,CVC,£73,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,25.7,Barclays,0,73.0,9441.09,2020,10,October,13,Domestic,Match,26-35
#3148 028,2020-10-13,Tuesday,2,MasterCard,CVC,£5,Online,Children,India,United Kingdom,India,M,43.7,Barclays,1,5.0,646.6500000000001,2020,10,October,13,Domestic,Mismatch,36-45
#3205 442,2020-10-14,Wednesday,8,MasterCard,Tap,£22,POS,Subscription,United Kingdom,Russia,United Kingdom,M,35.0,Lloyds,0,22.0,2845.26,2020,10,October,14,Domestic,Mismatch,26-35
#2646 023,2020-10-14,Wednesday,9,MasterCard,Tap,£7,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,36.1,Barclays,0,7.0,905.3100000000001,2020,10,October,14,Domestic,Match,36-45
#3070 111,2020-10-14,Wednesday,12,MasterCard,PIN,£207,POS,Products,United Kingdom,Russia,United Kingdom,M,42.7,Barclays,0,207.0,26771.31,2020,10,October,14,Domestic,Mismatch,36-45
#2581 280,2020-10-13,Tuesday,20,Visa,PIN,£222,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,37.6,Lloyds,0,222.0,28711.260000000002,2020,10,October,13,Domestic,Match,36-45
#3338 446,2020-10-13,Tuesday,21,Visa,PIN,£308,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,36.5,Barclays,0,308.0,39833.64000000001,2020,10,October,13,Domestic,Match,36-45
#3413 159,2020-10-13,Tuesday,22,Visa,PIN,£107,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,55.1,Barclays,0,107.0,13838.310000000001,2020,10,October,13,Domestic,Match,56-65
#2813 938,2020-10-13,Tuesday,23,MasterCard,Tap,£19,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,32.1,Halifax,0,19.0,2457.2700000000004,2020,10,October,13,Domestic,Match,26-35
#3144 319,2020-10-13,Tuesday,23,Visa,Tap,£18,POS,Subscription,USA,USA,USA,M,40.4,Barclays,0,18.0,2327.94,2020,10,October,13,Domestic,Match,36-45
#3352 827,2020-10-14,Wednesday,23,MasterCard,PIN,£12,ATM,Subscription,United Kingdom,China,United Kingdom,M,57.3,Halifax,0,12.0,1551.96,2020,10,October,14,Domestic,Mismatch,56-65
#3578 925,2020-10-14,Wednesday,18,Visa,PIN,£209,ATM,Entertainment,Russia,Russia,United Kingdom,M,55.1,Monzo,0,209.0,27029.97,2020,10,October,14,International,Match,56-65
#2738 692,2020-10-13,Tuesday,10,Visa,PIN,£10,ATM,Children,United Kingdom,USA,United Kingdom,M,35.2,HSBC,0,10.0,1293.3000000000002,2020,10,October,13,Domestic,Mismatch,36-45
#2792 573,2020-10-13,Tuesday,8,Visa,CVC,£17,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,63.1,RBS,0,17.0,2198.61,2020,10,October,13,Domestic,Match,56-65
#2985 999,2020-10-14,Wednesday,19,MasterCard,CVC,£146,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,72.0,Halifax,0,146.0,18882.18,2020,10,October,14,Domestic,Match,65+
#3049 214,2020-10-13,Tuesday,20,MasterCard,PIN,£17,ATM,Restaurant,United Kingdom,Russia,United Kingdom,M,46.3,Halifax,0,17.0,2198.61,2020,10,October,13,Domestic,Mismatch,46-55
#2760 986,2020-10-14,Wednesday,22,Visa,PIN,£34,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,37.8,Monzo,0,34.0,4397.22,2020,10,October,14,Domestic,Match,36-45
#3008 453,2020-10-13,Tuesday,7,Visa,CVC,£20,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,25.7,Barclays,0,20.0,2586.6000000000004,2020,10,October,13,Domestic,Match,26-35
#2745 956,2020-10-13,Tuesday,4,MasterCard,CVC,£25,Online,Subscription,United Kingdom,China,United Kingdom,M,31.7,HSBC,1,25.0,3233.2500000000005,2020,10,October,13,Domestic,Mismatch,26-35
#3050 130,2020-10-13,Tuesday,7,Visa,PIN,£305,POS,Fashion,United Kingdom,Russia,United Kingdom,M,58.7,Barclays,0,305.0,39445.65,2020,10,October,13,Domestic,Mismatch,56-65
#3607 551,2020-10-14,Wednesday,8,MasterCard,PIN,£349,POS,Fashion,United Kingdom,China,United Kingdom,M,40.3,Barclays,0,349.0,45136.170000000006,2020,10,October,14,Domestic,Mismatch,36-45
#3291 876,2020-10-14,Wednesday,8,MasterCard,PIN,£133,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,40.3,RBS,0,133.0,17200.890000000003,2020,10,October,14,Domestic,Match,36-45
#2625 393,2020-10-14,Wednesday,10,Visa,PIN,£30,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,33.6,Barclays,0,30.0,3879.9000000000005,2020,10,October,14,Domestic,Match,26-35
#3233 747,2020-10-13,Tuesday,10,Visa,Tap,£29,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,49.4,Lloyds,0,29.0,3750.57,2020,10,October,13,Domestic,Match,46-55
#2851 862,2020-10-13,Tuesday,22,Visa,PIN,£42,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,36.8,Monzo,0,42.0,5431.860000000001,2020,10,October,13,Domestic,Match,36-45
#2915 544,2020-10-14,Wednesday,16,MasterCard,PIN,£20,ATM,Gaming,USA,USA,USA,F,47.2,Barclays,0,20.0,2586.6000000000004,2020,10,October,14,Domestic,Match,46-55
#2898 843,2020-10-13,Tuesday,23,Visa,PIN,£20,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,55.6,HSBC,0,20.0,2586.6000000000004,2020,10,October,13,Domestic,Match,56-65
#3060 478,2020-10-13,Tuesday,15,MasterCard,CVC,£15,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,41.9,RBS,0,15.0,1939.9500000000003,2020,10,October,13,Domestic,Match,36-45
#3445 862,2020-10-14,Wednesday,15,Visa,PIN,£62,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,36.5,Metro,0,62.0,8018.460000000001,2020,10,October,14,Domestic,Match,36-45
#3001 717,2020-10-14,Wednesday,10,Visa,PIN,£243,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,49.3,Halifax,0,243.0,31427.190000000002,2020,10,October,14,Domestic,Match,46-55
#2826 536,2020-10-13,Tuesday,10,MasterCard,PIN,£46,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,48.7,HSBC,0,46.0,5949.18,2020,10,October,13,Domestic,Match,46-55
#3513 634,2020-10-14,Wednesday,13,MasterCard,CVC,£28,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.5,RBS,0,28.0,3621.2400000000002,2020,10,October,14,Domestic,Match,46-55
#2993 404,2020-10-13,Tuesday,22,Visa,PIN,£246,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,41.5,Halifax,0,246.0,31815.180000000004,2020,10,October,13,Domestic,Match,36-45
#3445 935,2020-10-14,Wednesday,12,MasterCard,Tap,£18,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,53.8,Metro,0,18.0,2327.94,2020,10,October,14,Domestic,Match,46-55
